title,company,salary_updated,environment,location_updated,salary_min,salary_max
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC",71000,73000
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA",97000,198000
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI",0,0
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO",0,0
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD",77745,183500
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA",0,0
Data Scientist,DigitCompass,90000 - 150000 ,In-Person,"Washington, DC",90000,150000
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO",0,0
Statistical Programmer,EPM Scientific,Contract,Remote,Remote,0,0
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States,110000,200000
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC",71000,73000
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA",97000,198000
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI",0,0
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO",0,0
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA",0,0
Data Scientist,DigitCompass,90000 - 150000 ,In-Person,"Washington, DC",90000,150000
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO",0,0
Data Scientist,Ivy Tech Solutions inc,"Contract
+1",Remote,Remote,0,0
Data Scientist,NLB Technology Services,114400 - 135200,Remote,Remote,114400,135200
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA",0,0
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Manufacturing Life Science - IT Agile Project Manager - Data Science / Data Lake,NTT DATA,,In-Person,"Pittsburgh, PA",0,0
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC",71000,73000
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA",97000,198000
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI",0,0
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO",0,0
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD",77745,183500
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA",0,0
Data Scientist,DigitCompass,90000 - 150000 ,In-Person,"Washington, DC",90000,150000
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO",0,0
Data Scientist,Ivy Tech Solutions inc,"Contract
+1",Remote,Remote,0,0
Data Scientist,NLB Technology Services,114400 - 135200,Remote,Remote,114400,135200
"Principal Software Engineer, Machine Learning Engineering",Experis,Full-time,In-Person,"Richmond, VA",0,0
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA",0,0
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA",90000,120000
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA",0,0
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA",135200,156000
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States,110000,200000
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC",71000,73000
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA",97000,198000
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI",0,0
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO",0,0
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD",77745,183500
Data Scientist,DigitCompass,90000 - 150000 ,In-Person,"Washington, DC",90000,150000
Senior Predictive Modeler,Sitewise Analytics,90000,In-Person,"Dallas, TX",90000,90000
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA",0,0
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA",0,0
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA",135200,156000
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States,110000,200000
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC",71000,73000
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA",97000,198000
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI",0,0
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO",0,0
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA",0,0
Data Scientist,DigitCompass,90000 - 150000 ,In-Person,"Washington, DC",90000,150000
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO",0,0
Data Scientist,Ivy Tech Solutions inc,"Contract
+1",Remote,Remote,0,0
"Director, Data Product Manager – Clinical Ops & Real-World Evidence",Bristol Myers Squibb,,Hybrid,"Princeton, NJ",0,0
Data Scientist,NLB Technology Services,114400 - 135200,Remote,Remote,114400,135200
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA",0,0
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Data Scientist,Fulcrum Analytics,100000 - 130000 ,Remote,Remote,100000,130000
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
Data Scientist II,Microsoft,94300 - 182600 ,In-Person,"Redmond, WA",94300,182600
Data Scientist,Carbon Direct,135000 - 165000 ,Remote,"San Francisco, CA",135000,165000
Data Scientist,University of North Carolina at Chapel Hill,Full-time,In-Person,"Chapel Hill, NC",0,0
Data Scientist,Warrant Technologies,,Remote,Remote,0,0
"Director, Data Science",RUE GILT GROUPE,200000 - 250000 ,Hybrid,"New York, NY",200000,250000
Data Engineer Scientist,EX2 Outcoding,Full-time,Remote,Remote,0,0
"Global Financial Crimes - Model Governance and Analytics, AVP - Hybrid (TX)",MUFG,85000 - 105000 ,Hybrid,"Irving, TX",85000,105000
Data Scientist,The Chefs' Warehouse,Full-time,Remote,Remote,0,0
Role: Data Scientist (retail domain),PSRTEK,80934 - 175943 ,Remote,Remote,80934,175943
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA",0,0
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Data Scientist,Fulcrum Analytics,100000 - 130000 ,Remote,Remote,100000,130000
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
Data Scientist II,Microsoft,94300 - 182600 ,In-Person,"Redmond, WA",94300,182600
Data Scientist,Carbon Direct,135000 - 165000 ,Remote,"San Francisco, CA",135000,165000
Data Scientist,University of North Carolina at Chapel Hill,Full-time,In-Person,"Chapel Hill, NC",0,0
Data Scientist,Warrant Technologies,,Remote,Remote,0,0
"Director, Data Science",RUE GILT GROUPE,200000 - 250000 ,Hybrid,"New York, NY",200000,250000
Data Engineer Scientist,EX2 Outcoding,Full-time,Remote,Remote,0,0
Role: Data Scientist (retail domain),PSRTEK,80934 - 175943 ,Remote,Remote,80934,175943
Data Scientist,The Chefs' Warehouse,Full-time,Remote,Remote,0,0
Data Scientist,"Wurl, LLC",,Remote,Remote,0,0
"(Hybrid) Assistant Vice President, Machine Learning and Advanced Analytics - San Antonio Texas",PenFed Credit Union,Full-time,In-Person,"San Antonio, TX",0,0
Data Scientist,NLB Technology Services,114400 - 135200,Remote,Remote,114400,135200
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA",0,0
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Data Scientist,Fulcrum Analytics,100000 - 130000 ,Remote,Remote,100000,130000
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
Data Scientist II,Microsoft,94300 - 182600 ,In-Person,"Redmond, WA",94300,182600
Data Scientist,Carbon Direct,135000 - 165000 ,Remote,"San Francisco, CA",135000,165000
Data Scientist,University of North Carolina at Chapel Hill,Full-time,In-Person,"Chapel Hill, NC",0,0
Data Scientist,Warrant Technologies,,Remote,Remote,0,0
"Director, Data Science",RUE GILT GROUPE,200000 - 250000 ,Hybrid,"New York, NY",200000,250000
Data Engineer Scientist,EX2 Outcoding,Full-time,Remote,Remote,0,0
Role: Data Scientist (retail domain),PSRTEK,80934 - 175943 ,Remote,Remote,80934,175943
Data Scientist,The Chefs' Warehouse,Full-time,Remote,Remote,0,0
"(Hybrid) Assistant Vice President, Machine Learning and Advanced Analytics - San Antonio Texas",PenFed Credit Union,Full-time,In-Person,"San Antonio, TX",0,0
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Data Scientist,Fulcrum Analytics,100000 - 130000 ,Remote,Remote,100000,130000
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
Data Scientist II,Microsoft,94300 - 182600 ,In-Person,"Redmond, WA",94300,182600
Data Scientist,Carbon Direct,135000 - 165000 ,Remote,"San Francisco, CA",135000,165000
Data Scientist,University of North Carolina at Chapel Hill,Full-time,In-Person,"Chapel Hill, NC",0,0
Data Scientist,Warrant Technologies,,Remote,Remote,0,0
"Director, Data Science",RUE GILT GROUPE,200000 - 250000 ,Hybrid,"New York, NY",200000,250000
Data Engineer Scientist,EX2 Outcoding,Full-time,Remote,Remote,0,0
Role: Data Scientist (retail domain),PSRTEK,80934 - 175943 ,Remote,Remote,80934,175943
"Director, Data Product Manager – Clinical Ops & Real-World Evidence",Bristol Myers Squibb,,Hybrid,"Princeton, NJ",0,0
Data Scientist,"Wurl, LLC",,Remote,Remote,0,0
Data Scientist,"Zartico, Inc.",110000 ,Remote,Remote,110000,110000
Data Scientist,The Chefs' Warehouse,Full-time,Remote,Remote,0,0
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Data Scientist,Fulcrum Analytics,100000 - 130000 ,Remote,Remote,100000,130000
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
Data Scientist II,Microsoft,94300 - 182600 ,In-Person,"Redmond, WA",94300,182600
Data Scientist,Carbon Direct,135000 - 165000 ,Remote,"San Francisco, CA",135000,165000
Data Scientist,University of North Carolina at Chapel Hill,Full-time,In-Person,"Chapel Hill, NC",0,0
Data Scientist,Warrant Technologies,,Remote,Remote,0,0
"Director, Data Science",RUE GILT GROUPE,200000 - 250000 ,Hybrid,"New York, NY",200000,250000
Data Engineer Scientist,EX2 Outcoding,Full-time,Remote,Remote,0,0
Role: Data Scientist (retail domain),PSRTEK,80934 - 175943 ,Remote,Remote,80934,175943
Data Scientist,The Chefs' Warehouse,Full-time,Remote,Remote,0,0
Senior Marketing Data Analyst,Backcountry,85000 - 98000 ,In-Person,"Park City, UT",85000,98000
Data Scientist,"Zartico, Inc.",110000 ,Remote,Remote,110000,110000
Data Scientist,"Wurl, LLC",,Remote,Remote,0,0
Data Scientist,Ivy Tech Solutions inc,"Contract
+1",Remote,Remote,0,0
Data Scientist,NLB Technology Services,114400 - 135200,Remote,Remote,114400,135200
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA",0,0
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Data Scientist,Fulcrum Analytics,100000 - 130000 ,Remote,Remote,100000,130000
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
Data Scientist II,Microsoft,94300 - 182600 ,In-Person,"Redmond, WA",94300,182600
Data Scientist,Carbon Direct,135000 - 165000 ,Remote,"San Francisco, CA",135000,165000
Data Scientist,University of North Carolina at Chapel Hill,Full-time,In-Person,"Chapel Hill, NC",0,0
Data Scientist,Warrant Technologies,,Remote,Remote,0,0
"Director, Data Science",RUE GILT GROUPE,200000 - 250000 ,Hybrid,"New York, NY",200000,250000
Principal Statistical Programmer,Penfield Search Partners,Full-time,Hybrid,"Florham Park, NJ",0,0
Role: Data Scientist (retail domain),PSRTEK,80934 - 175943 ,Remote,Remote,80934,175943
Data Engineer Scientist,EX2 Outcoding,Full-time,Remote,Remote,0,0
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA",80000,90000
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA",0,0
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Data Scientist,"Zartico, Inc.",110000 ,Remote,Remote,110000,110000
Data Scientist (Remote),Mercy,,Remote,"Chesterfield, MO",0,0
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO",0,0
Data Scientist II - remote,Federal Services,Full-time,Remote,"Detroit, MI",0,0
"Data Scientist, Ford Next",Ford Motor Company,Full-time,Hybrid,"Dearborn, MI",0,0
"Sr. Manager, Statistical Programming",Bristol Myers Squibb,,In-Person,New Jersey,0,0
Data Scientist,The Chefs' Warehouse,Full-time,Remote,Remote,0,0
Data Scientist,Denver Health,69900 - 104900 ,In-Person,"Denver, CO",69900,104900
Data Scientist,Zen Strategics LLC,Full-time,Remote,Remote,0,0
Data Scientist,NLB Technology Services,114400 - 135200,Remote,Remote,114400,135200
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA",80000,90000
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA",0,0
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Data Scientist,"Zartico, Inc.",110000 ,Remote,Remote,110000,110000
Data Scientist (Remote),Mercy,,Remote,"Chesterfield, MO",0,0
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO",0,0
Data Scientist II - remote,Federal Services,Full-time,Remote,"Detroit, MI",0,0
"Data Scientist, Ford Next",Ford Motor Company,Full-time,Hybrid,"Dearborn, MI",0,0
Data Scientist,Zen Strategics LLC,Full-time,Remote,Remote,0,0
Data Scientist,The Chefs' Warehouse,Full-time,Remote,Remote,0,0
Sr NLP Software Engineer,"QTC Management, Inc.",109000 - 133000 ,In-Person,"San Dimas, CA",109000,133000
Software Engineer Lead - AI/Analytics - Enterprise Data Management Team,PNC Financial Services Group,,In-Person,"Cleveland, OH",0,0
Data Scientist,Warrant Technologies,,Remote,Remote,0,0
Data Scientist,"Wurl, LLC",,Remote,Remote,0,0
Data Scientist - Motorsport,General Motors,Full-time,In-Person,"Concord, NC",0,0
Data Scientist,NLB Technology Services,114400 - 135200,Remote,Remote,114400,135200
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA",80000,90000
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA",0,0
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Data Scientist,"Zartico, Inc.",110000 ,Remote,Remote,110000,110000
Data Scientist (Remote),Mercy,,Remote,"Chesterfield, MO",0,0
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO",0,0
Manufacturing Life Science - IT Agile Project Manager - Data Science / Data Lake,NTT DATA,,In-Person,"Pittsburgh, PA",0,0
Data Scientist,"Wurl, LLC",,Remote,Remote,0,0
Data Scientist - Motorsport,General Motors,Full-time,In-Person,"Concord, NC",0,0
Data Scientist,NLB Technology Services,114400 - 135200,Remote,Remote,114400,135200
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA",80000,90000
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA",0,0
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Data Scientist,"Zartico, Inc.",110000 ,Remote,Remote,110000,110000
Computer Vision AI Software Developer,Robert Half,10703680 - 12394720,In-Person,"Evanston, IL",10703680,12394720
Data Scientist (Remote),Mercy,,Remote,"Chesterfield, MO",0,0
Data Scientist II - remote,Federal Services,Full-time,Remote,"Detroit, MI",0,0
"Data Scientist, Ford Next",Ford Motor Company,Full-time,Hybrid,"Dearborn, MI",0,0
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO",0,0
Data Scientist,Denver Health,69900 - 104900 ,In-Person,"Denver, CO",69900,104900
Data Scientist,Fulcrum Analytics,100000 - 130000 ,Remote,Remote,100000,130000
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY",130000,164000
Product Data Scientist,PayPal,72700 - 176000 ,In-Person,"New York, NY",72700,176000
Role: Data Scientist (retail domain),PSRTEK,80934 - 175943 ,Remote,Remote,80934,175943
"Director, Data Scientist - Biopharma",Pfizer,113900 - 189700 ,Remote,Remote,113900,189700
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD",0,0
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
Senior Data Scientist,Microsoft,112000 - 218400 ,In-Person,"Redmond, WA",112000,218400
Data Scientist,CDIT LLC,,In-Person,United States,0,0
Statistical Programmer III/ Senior Programmer FSP (US/Canada),PHASTAR,Full-time,Remote,Remote,0,0
"Senior Data Scientist, Last Mile",Flexport,Full-time,Hybrid,"Bellevue, WA",0,0
"Director, Data Science",RUE GILT GROUPE,200000 - 250000 ,Hybrid,"New York, NY",200000,250000
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA",97000,198000
Data Scientist,DigitCompass,90000 - 150000 ,In-Person,"Washington, DC",90000,150000
Data Scientist,Denver Health,69900 - 104900 ,In-Person,"Denver, CO",69900,104900
Data Scientist,Fulcrum Analytics,100000 - 130000 ,Remote,Remote,100000,130000
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY",130000,164000
Product Data Scientist,PayPal,72700 - 176000 ,In-Person,"New York, NY",72700,176000
Role: Data Scientist (retail domain),PSRTEK,80934 - 175943 ,Remote,Remote,80934,175943
"Director, Data Scientist - Biopharma",Pfizer,113900 - 189700 ,Remote,Remote,113900,189700
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD",0,0
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
Senior Data Scientist,Microsoft,112000 - 218400 ,In-Person,"Redmond, WA",112000,218400
Data Scientist,CDIT LLC,,In-Person,United States,0,0
Senior Machine Learning Engineer,Capital One,Full-time,In-Person,"McLean, VA",0,0
"Senior Data Scientist, Last Mile",Flexport,Full-time,Hybrid,"Bellevue, WA",0,0
"Director, Data Science",RUE GILT GROUPE,200000 - 250000 ,Hybrid,"New York, NY",200000,250000
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA",97000,198000
Data Scientist,DigitCompass,90000 - 150000 ,In-Person,"Washington, DC",90000,150000
Data Scientist,The Chefs' Warehouse,Full-time,Remote,Remote,0,0
Data Scientist,Denver Health,69900 - 104900 ,In-Person,"Denver, CO",69900,104900
Data Scientist,Fulcrum Analytics,100000 - 130000 ,Remote,Remote,100000,130000
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY",130000,164000
Product Data Scientist,PayPal,72700 - 176000 ,In-Person,"New York, NY",72700,176000
Role: Data Scientist (retail domain),PSRTEK,80934 - 175943 ,Remote,Remote,80934,175943
"Director, Data Scientist - Biopharma",Pfizer,113900 - 189700 ,Remote,Remote,113900,189700
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD",0,0
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
Senior Data Scientist,Microsoft,112000 - 218400 ,In-Person,"Redmond, WA",112000,218400
Data Scientist,CDIT LLC,,In-Person,United States,0,0
Collections Strategy Analyst,Kelly,87360,In-Person,"Irving, TX",87360,87360
Data Scientist,DigitCompass,90000 - 150000 ,In-Person,"Washington, DC",90000,150000
"Director, Data Science",RUE GILT GROUPE,200000 - 250000 ,Hybrid,"New York, NY",200000,250000
"Senior Data Scientist, Last Mile",Flexport,Full-time,Hybrid,"Bellevue, WA",0,0
Product Data Scientist,PayPal,72700 - 176000 ,In-Person,"New York, NY",72700,176000
Role: Data Scientist (retail domain),PSRTEK,80934 - 175943 ,Remote,Remote,80934,175943
"Director, Data Scientist - Biopharma",Pfizer,113900 - 189700 ,Remote,Remote,113900,189700
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD",0,0
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
"Principal, AI/ML Engineer",Fidelity Investments,Full-time,In-Person,"Salt Lake City, UT",0,0
Senior Data Scientist,Microsoft,112000 - 218400 ,In-Person,"Redmond, WA",112000,218400
Data Scientist,CDIT LLC,,In-Person,United States,0,0
AI Engineer,AAA Texas,Full-time,Hybrid,"Coppell, TX",0,0
"Senior Data Scientist, Last Mile",Flexport,Full-time,Hybrid,"Bellevue, WA",0,0
Data Scientist,DigitCompass,90000 - 150000 ,In-Person,"Washington, DC",90000,150000
"Director, Data Science",RUE GILT GROUPE,200000 - 250000 ,Hybrid,"New York, NY",200000,250000
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote,60876,106280
Data Scientist,Ivy Tech Solutions inc,"Contract
+1",Remote,Remote,0,0
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA",97000,198000
,,,In-Person,Unknown,0,0
title,company,salary,In-Person,location,0,0
Lead Data Scientist,Disney Media & Entertainment Distribution,149240 - 200200 ,In-Person,"Santa Monica, CA",149240,200200
Senior Predictive Modeler,Sitewise Analytics,90000,In-Person,"Dallas, TX",90000,90000
Data Engineer,Booz Allen Hamilton,73100 - 166000 ,Hybrid,"Arlington, VA",73100,166000
Risk Intelligence - Data Analytics Lead,Citizens,Full-time,In-Person,"Boston, MA",0,0
Data Scientist,Brightside Health,Full-time,Remote,Remote,0,0
Senior Data Scientist,EarthOptics,99400 - 167000 ,Remote,"Arlington, VA",99400,167000
Data Scientist,Hire IT people,120640,In-Person,"Bentonville, AR",120640,120640
Data Scientist (Marketing),Penn Foster Group,Full-time,Remote,Remote,0,0
Data Scientist,FanDuel,,Hybrid,"Jersey City, NJ",0,0
Data Scientist,VivusTech,,In-Person,"Chantilly, VA",0,0
Data Scientist,Galaxy Technologies,83000 - 96000 ,Remote,"New York, NY",83000,96000
Data Scientist,Parafin,150000 - 175000 ,In-Person,"San Francisco, CA",150000,175000
Data Scientist,Govini,Full-time,In-Person,"Pittsburgh, PA",0,0
Information Systems - Sr Data Analyst,Hajoca Corporation,90000 - 100000 ,In-Person,"Lafayette Hill, PA",90000,100000
Data Scientist,Bilin Technology,,In-Person,"Boston, MA",0,0
Data Scientist,Triple-S Steel,Full-time,In-Person,"Houston, TX",0,0
Data Scientist,Vibronyx,,Remote,Remote,0,0
Data Scientist,Trella Health,,Remote,Remote,0,0
Data Science & Technology Integration - Engineer,Allstate,113400 - 156150 ,In-Person,"Chicago, IL",113400,156150
Data Scientist,"Ascend Analytics, LLC",80000 - 130000 ,Remote,"Boulder, CO",80000,130000
Data Scientist,Enable Data,,In-Person,"Minneapolis, MN",0,0
Data Scientist,Grid,Full-time,In-Person,"San Francisco, CA",0,0
Data Analyst/Scientist,Virtue Analytics,,In-Person,"Woodbury, MN",0,0
Data Scientist,Koddi,Full-time,Remote,Remote,0,0
Data Scientist III,Conde Nast,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,NICE,,In-Person,"Atlanta, GA",0,0
Senior Data Scientist,Brightside Health,Full-time,Remote,Remote,0,0
Risk Intelligence - Data Analytics Lead,Citizens,Full-time,In-Person,"Boston, MA",0,0
Data Scientist II,Microsoft,94300 - 182600 ,In-Person,"Redmond, WA",94300,182600
Sports Data Scientist,Swish Analytics,90000 - 190000 ,Remote,Remote,90000,190000
Data Scientist,Vibronyx,,Remote,Remote,0,0
Data Scientist,Trella Health,,Remote,Remote,0,0
Research Data Scientist,Booz Allen Hamilton,73100 - 166000 ,Hybrid,"Washington, DC",73100,166000
Data Scientist,"Ascend Analytics, LLC",80000 - 130000 ,Remote,"Boulder, CO",80000,130000
Data Scientist,Enable Data,,In-Person,"Minneapolis, MN",0,0
Data Scientist,Grid,Full-time,In-Person,"San Francisco, CA",0,0
Data Analyst/Scientist,Virtue Analytics,,In-Person,"Woodbury, MN",0,0
Data Scientist,Koddi,Full-time,Remote,Remote,0,0
Data Scientist III,Conde Nast,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,NICE,,In-Person,"Atlanta, GA",0,0
Senior Data Scientist,Brightside Health,Full-time,Remote,Remote,0,0
Sports Data Scientist,Swish Analytics,90000 - 190000 ,Remote,Remote,90000,190000
"Data Scientist, NLP",Ancestry,68000 - 191000 ,Remote,Remote,68000,191000
Data Science Manager Senior,FIS,Full-time,In-Person,"Jacksonville, FL",0,0
Data Scientist II,Microsoft,94300 - 182600 ,In-Person,"Redmond, WA",94300,182600
Data Scientist,Vibronyx,,Remote,Remote,0,0
Data Scientist,Trella Health,,Remote,Remote,0,0
Research Data Scientist,Booz Allen Hamilton,73100 - 166000 ,Hybrid,"Washington, DC",73100,166000
Data Scientist,"Ascend Analytics, LLC",80000 - 130000 ,Remote,"Boulder, CO",80000,130000
Data Scientist,Enable Data,,In-Person,"Minneapolis, MN",0,0
Data Scientist,Grid,Full-time,In-Person,"San Francisco, CA",0,0
Data Analyst/Scientist,Virtue Analytics,,In-Person,"Woodbury, MN",0,0
Data Scientist,Koddi,Full-time,Remote,Remote,0,0
Data Scientist III,Conde Nast,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,NICE,,In-Person,"Atlanta, GA",0,0
